instance,seed,batch_size,cooling,epsilon,accept_percentage,initial_temperature,cost,feasible
input-40.tsp,105,10000,0.95,0.0001,0.9,352256.000000000,0.302996975,1
input-40.tsp,106,10000,0.95,0.0001,0.9,350464.000000000,0.278608871,1
input-40.tsp,107,10000,0.95,0.0001,0.9,354304.000000000,0.310358583,1
input-40.tsp,108,10000,0.95,0.0001,0.9,346752.000000000,0.295231851,1
input-40.tsp,109,10000,0.95,0.0001,0.9,348160.000000000,0.302161859,1
input-40.tsp,110,10000,0.95,0.0001,0.9,339968.000000000,0.299523626,1
input-40.tsp,111,10000,0.95,0.0001,0.9,352321.000000000,0.302602424,1
input-40.tsp,112,10000,0.95,0.0001,0.9,352272.000000000,0.275439990,1
input-40.tsp,113,10000,0.95,0.0001,0.9,339968.000000000,0.291992371,1
input-40.tsp,114,10000,0.95,0.0001,0.9,350208.000000000,0.277350135,1
input-40.tsp,115,10000,0.95,0.0001,0.9,347416.000000000,0.271963129,1
input-40.tsp,116,10000,0.95,0.0001,0.9,348160.000000000,0.276912011,1
input-40.tsp,117,10000,0.95,0.0001,0.9,349184.000000000,0.301823340,1
input-40.tsp,118,10000,0.95,0.0001,0.9,352392.000000000,0.277630933,1
input-40.tsp,119,10000,0.95,0.0001,0.9,345728.000000000,0.282949397,1
input-40.tsp,120,10000,0.95,0.0001,0.9,352264.000488281,0.303087139,1
input-40.tsp,121,10000,0.95,0.0001,0.9,348160.000000000,0.293788956,1
input-40.tsp,122,10000,0.95,0.0001,0.9,353280.000000000,0.285080922,1
input-40.tsp,123,10000,0.95,0.0001,0.9,349184.000000000,0.280904846,1
input-40.tsp,124,10000,0.95,0.0001,0.9,349392.187500000,0.295724184,1
input-40.tsp,125,10000,0.95,0.0001,0.9,348160.000000000,0.277707794,1
input-40.tsp,126,10000,0.95,0.0001,0.9,352256.000000000,0.293740980,1
input-40.tsp,127,10000,0.95,0.0001,0.9,346800.000000000,0.299104336,1
input-40.tsp,128,10000,0.95,0.0001,0.9,346624.000000000,0.301326814,1
input-40.tsp,129,10000,0.95,0.0001,0.9,350976.000000000,0.270913055,1
input-40.tsp,130,10000,0.95,0.0001,0.9,341980.000000000,0.311539870,1
input-40.tsp,131,10000,0.95,0.0001,0.9,349184.000000000,0.301043607,1
input-40.tsp,132,10000,0.95,0.0001,0.9,352304.000000000,0.301585754,1
input-40.tsp,133,10000,0.95,0.0001,0.9,347008.000000000,0.299670215,1
input-40.tsp,134,10000,0.95,0.0001,0.9,351552.000000000,0.313655487,1
input-40.tsp,135,10000,0.95,0.0001,0.9,349184.000000000,0.293620823,1
input-40.tsp,136,10000,0.95,0.0001,0.9,348160.000000000,0.277005101,1
input-40.tsp,137,10000,0.95,0.0001,0.9,352256.000000000,0.300750207,1
input-40.tsp,138,10000,0.95,0.0001,0.9,349568.000000000,0.279193470,1
input-40.tsp,139,10000,0.95,0.0001,0.9,348160.000000000,0.279026372,1
input-40.tsp,140,10000,0.95,0.0001,0.9,350464.000000000,0.293880581,1
input-40.tsp,141,10000,0.95,0.0001,0.9,360448.000000000,0.287120331,1
input-40.tsp,142,10000,0.95,0.0001,0.9,344064.000000000,0.298000438,1
input-40.tsp,143,10000,0.95,0.0001,0.9,351528.395019531,0.300683571,1
input-40.tsp,144,10000,0.95,0.0001,0.9,346480.000000000,0.279760478,1
input-40.tsp,145,10000,0.95,0.0001,0.9,352256.000000000,0.268303251,1
input-40.tsp,146,10000,0.95,0.0001,0.9,344832.000000000,0.305255740,1
input-40.tsp,147,10000,0.95,0.0001,0.9,344064.000000000,0.272469448,1
input-40.tsp,148,10000,0.95,0.0001,0.9,348416.000000000,0.315491098,1
input-40.tsp,149,10000,0.95,0.0001,0.9,348160.000000000,0.302617136,1
input-40.tsp,150,10000,0.95,0.0001,0.9,346608.000000000,0.297030361,1
input-40.tsp,151,10000,0.95,0.0001,0.9,342016.000000000,0.296278540,1
input-40.tsp,152,10000,0.95,0.0001,0.9,344064.000000000,0.290196639,1
input-40.tsp,153,10000,0.95,0.0001,0.9,348672.000000000,0.287833405,1
input-40.tsp,154,10000,0.95,0.0001,0.9,350208.000000000,0.289733653,1
input-40.tsp,155,10000,0.95,0.0001,0.9,339967.999511719,0.305541147,1
input-40.tsp,156,10000,0.95,0.0001,0.9,344064.000000000,0.288666482,1
input-40.tsp,157,10000,0.95,0.0001,0.9,345088.000000000,0.275688803,1
input-40.tsp,158,10000,0.95,0.0001,0.9,354434.000000000,0.276652290,1
input-40.tsp,159,10000,0.95,0.0001,0.9,344032.000000000,0.281041954,1
input-40.tsp,160,10000,0.95,0.0001,0.9,350208.000000000,0.301693867,1
input-40.tsp,161,10000,0.95,0.0001,0.9,344064.000000000,0.298952749,1
