instance,seed,batch_size,cooling,epsilon,accept_percentage,initial_temperature,cost,feasible
input-150.tsp,169,4500,0.98,0.0001,0.92,139264.000000000,0.157594571,1
input-150.tsp,172,4500,0.98,0.0001,0.92,130048.000000000,0.158314156,1
input-150.tsp,171,4500,0.98,0.0001,0.92,131175.500000000,0.155576964,1
input-150.tsp,173,4500,0.98,0.0001,0.92,130824.000000000,33759.802836959,0
input-150.tsp,174,4500,0.98,0.0001,0.92,131424.000000000,0.157633288,1
input-150.tsp,175,4500,0.98,0.0001,0.92,133120.000000000,0.160718450,1
input-150.tsp,176,4500,0.98,0.0001,0.92,133120.125000000,0.174436898,1
input-150.tsp,178,4500,0.98,0.0001,0.92,130296.000000000,0.165462507,1
input-150.tsp,177,4500,0.98,0.0001,0.92,130814.718750000,0.155560899,1
input-150.tsp,180,4500,0.98,0.0001,0.92,133120.000000000,0.180927135,1
input-150.tsp,181,4500,0.98,0.0001,0.92,139264.000488281,0.164510973,1
input-150.tsp,179,4500,0.98,0.0001,0.92,132096.000000000,0.148106441,1
input-150.tsp,182,4500,0.98,0.0001,0.92,130669.125000000,0.173068634,1
input-150.tsp,183,4500,0.98,0.0001,0.92,131840.000000000,0.164477254,1
input-150.tsp,184,4500,0.98,0.0001,0.92,128000.000000000,0.172170888,1
input-150.tsp,185,4500,0.98,0.0001,0.92,129984.000000000,0.162733703,1
input-150.tsp,186,4500,0.98,0.0001,0.92,132096.000000000,0.168018923,1
input-150.tsp,187,4500,0.98,0.0001,0.92,130048.000000000,0.185826670,1
input-150.tsp,188,4500,0.98,0.0001,0.92,128728.000000000,0.160350424,1
input-150.tsp,190,4500,0.98,0.0001,0.92,133120.000000000,0.153107573,1
input-150.tsp,189,4500,0.98,0.0001,0.92,132608.000000000,0.148761350,1
input-150.tsp,191,4500,0.98,0.0001,0.92,130016.000000000,0.166093194,1
input-150.tsp,192,4500,0.98,0.0001,0.92,125952.000000000,0.166109151,1
input-150.tsp,193,4500,0.98,0.0001,0.92,131660.000000000,0.168143491,1
input-150.tsp,197,4500,0.98,0.0001,0.92,131328.000000000,0.175125041,1
input-150.tsp,195,4500,0.98,0.0001,0.92,131424.000000000,0.163635278,1
input-150.tsp,194,4500,0.98,0.0001,0.92,129024.000000000,0.162059753,1
input-150.tsp,196,4500,0.98,0.0001,0.92,132800.000000000,0.160665379,1
input-150.tsp,198,4500,0.98,0.0001,0.92,135168.031250000,0.169582360,1
input-150.tsp,199,4500,0.98,0.0001,0.92,130784.000000000,0.169170087,1
input-150.tsp,200,4500,0.98,0.0001,0.92,128816.000000000,0.166879511,1
input-150.tsp,201,4500,0.98,0.0001,0.92,135168.132812500,0.169066703,1
input-150.tsp,202,4500,0.98,0.0001,0.92,130048.000000000,0.171366659,1
input-150.tsp,204,4500,0.98,0.0001,0.92,128511.500000000,0.161728563,1
input-150.tsp,203,4500,0.98,0.0001,0.92,133120.250488281,0.172511507,1
input-150.tsp,205,4500,0.98,0.0001,0.92,130872.000000000,0.170439702,1
input-150.tsp,206,4500,0.98,0.0001,0.92,131760.115722656,0.172866299,1
input-150.tsp,207,4500,0.98,0.0001,0.92,130816.000000000,0.170063167,1
input-150.tsp,208,4500,0.98,0.0001,0.92,131584.000000000,0.162171680,1
input-150.tsp,209,4500,0.98,0.0001,0.92,133322.750000000,0.175988858,1
input-150.tsp,210,4500,0.98,0.0001,0.92,126967.999511719,0.559120287,1
input-150.tsp,211,4500,0.98,0.0001,0.92,126976.000000000,0.177796778,1
input-150.tsp,213,4500,0.98,0.0001,0.92,132320.000000000,0.153276302,1
input-150.tsp,212,4500,0.98,0.0001,0.92,130048.000000000,33759.796718273,0
input-150.tsp,214,4500,0.98,0.0001,0.92,130029.101562500,0.163658951,1
input-150.tsp,215,4500,0.98,0.0001,0.92,135424.750000000,0.167577214,1
input-150.tsp,216,4500,0.98,0.0001,0.92,129792.000000000,0.169636453,1
input-150.tsp,218,4500,0.98,0.0001,0.92,133248.000000000,0.159754945,1
input-150.tsp,217,4500,0.98,0.0001,0.92,130560.000000000,0.165160120,1
input-150.tsp,219,4500,0.98,0.0001,0.92,133120.000000000,0.148075202,1
input-150.tsp,220,4500,0.98,0.0001,0.92,129536.000000000,0.150189171,1
input-150.tsp,221,4500,0.98,0.0001,0.92,133153.080566406,0.158956588,1
input-150.tsp,222,4500,0.98,0.0001,0.92,131840.000000000,0.182492057,1
input-150.tsp,223,4500,0.98,0.0001,0.92,130376.000000000,0.160892967,1
input-150.tsp,224,4500,0.98,0.0001,0.92,135168.000000000,0.174515464,1
input-150.tsp,225,4500,0.98,0.0001,0.92,133120.000000000,0.156391270,1
input-150.tsp,226,4500,0.98,0.0001,0.92,133226.000488281,0.166646215,1
input-150.tsp,227,4500,0.98,0.0001,0.92,135172.000488281,0.167239788,1
input-150.tsp,228,4500,0.98,0.0001,0.92,131584.000000000,0.148880243,1
input-150.tsp,229,4500,0.98,0.0001,0.92,129872.000000000,0.168976381,1
input-150.tsp,230,4500,0.98,0.0001,0.92,133696.000000000,0.158626523,1
input-150.tsp,231,4500,0.98,0.0001,0.92,132608.000000000,0.171434343,1
input-150.tsp,232,4500,0.98,0.0001,0.92,129024.000000000,0.170916220,1
input-150.tsp,233,4500,0.98,0.0001,0.92,131788.000000000,0.150188314,1
input-150.tsp,234,4500,0.98,0.0001,0.92,128448.000000000,0.176160090,1
input-150.tsp,235,4500,0.98,0.0001,0.92,131492.000000000,0.169334268,1
input-150.tsp,236,4500,0.98,0.0001,0.92,130464.125000000,0.166900056,1
input-150.tsp,237,4500,0.98,0.0001,0.92,133120.000000000,0.169006389,1
input-150.tsp,238,4500,0.98,0.0001,0.92,131920.000000000,0.173843180,1
